Sex,Country,Year,Age_Group_5yr,Population
Male,Saudi Arabia,1958,15-19,107.40450000000001
Male,Saudi Arabia,1959,15-19,110.2565
Male,Saudi Arabia,1960,15-19,113.4655
Male,Saudi Arabia,1961,15-19,116.951
Male,Saudi Arabia,1962,15-19,120.56
Male,Saudi Arabia,1963,15-19,123.59849999999999
Male,Saudi Arabia,1964,15-19,127.264
Male,Saudi Arabia,1965,15-19,132.3805
Male,Saudi Arabia,1966,15-19,138.0925
Male,Saudi Arabia,1967,15-19,144.7265
Male,Saudi Arabia,1968,15-19,153.097
Male,Saudi Arabia,1969,15-19,162.008
Male,Saudi Arabia,1970,15-19,170.682
Male,Saudi Arabia,1971,15-19,180.286
Male,Saudi Arabia,1972,15-19,190.843
Male,Saudi Arabia,1973,15-19,201.9975
Male,Saudi Arabia,1974,15-19,213.42649999999998
Male,Saudi Arabia,1975,15-19,224.9755
Male,Saudi Arabia,1976,15-19,236.9465
Male,Saudi Arabia,1977,15-19,249.6245
Male,Saudi Arabia,1978,15-19,262.91949999999997
Male,Saudi Arabia,1979,15-19,276.753
Male,Saudi Arabia,1980,15-19,291.046
Male,Saudi Arabia,1981,15-19,306.31499999999994
Male,Saudi Arabia,1982,15-19,322.8245
Male,Saudi Arabia,1983,15-19,339.79
Male,Saudi Arabia,1984,15-19,356.4525
Male,Saudi Arabia,1985,15-19,372.94399999999996
Male,Saudi Arabia,1986,15-19,391.0575
Male,Saudi Arabia,1987,15-19,411.38149999999996
Male,Saudi Arabia,1988,15-19,431.91450000000003
Male,Saudi Arabia,1989,15-19,453.6055
Male,Saudi Arabia,1990,15-19,477.97249999999997
Male,Saudi Arabia,1991,15-19,504.6025
Male,Saudi Arabia,1992,15-19,533.4415
Male,Saudi Arabia,1993,15-19,564.46
Male,Saudi Arabia,1994,15-19,598.1105
Male,Saudi Arabia,1995,15-19,634.063
Male,Saudi Arabia,1996,15-19,671.6625
Male,Saudi Arabia,1997,15-19,710.6800000000001
Male,Saudi Arabia,1998,15-19,750.7
Male,Saudi Arabia,1999,15-19,791.3020000000001
Male,Saudi Arabia,2000,15-19,883.4169999999999
Male,Saudi Arabia,2001,15-19,1029.0465
Male,Saudi Arabia,2002,15-19,1175.151
Male,Saudi Arabia,2003,15-19,1313.9489999999998
Male,Saudi Arabia,2004,15-19,1437.5124999999998
Male,Saudi Arabia,2005,15-19,1538.5615
Male,Saudi Arabia,2006,15-19,1611.018
Male,Saudi Arabia,2007,15-19,1650.2779999999998
Male,Saudi Arabia,2008,15-19,1655.233
Male,Saudi Arabia,2009,15-19,1628.7395000000001
Male,Saudi Arabia,2010,15-19,1576.462
Male,Saudi Arabia,2011,15-19,1506.4895000000001
Male,Saudi Arabia,2012,15-19,1427.8110000000001
Male,Saudi Arabia,2013,15-19,1347.6949999999997
Male,Saudi Arabia,2014,15-19,1271.654
Male,Saudi Arabia,2015,15-19,1205.317
Male,Saudi Arabia,2016,15-19,1150.067
Male,Saudi Arabia,2017,15-19,1104.886
Male,Saudi Arabia,2018,15-19,1077.8315
Male,Saudi Arabia,2019,15-19,1076.555
Male,Saudi Arabia,2020,15-19,1086.326
Male,Saudi Arabia,2021,15-19,1102.565
Male,Saudi Arabia,2022,15-19,1155.0259999999998
Male,Saudi Arabia,2023,15-19,1212.2905
Male,State of Palestine,1950,15-19,48.089499999999994
Male,State of Palestine,1951,15-19,49.4135
Male,State of Palestine,1952,15-19,50.737500000000004
Male,State of Palestine,1953,15-19,52.044
Male,State of Palestine,1954,15-19,53.216
Male,State of Palestine,1955,15-19,54.216
Male,State of Palestine,1956,15-19,55.065999999999995
Male,State of Palestine,1957,15-19,55.75449999999999
Male,State of Palestine,1958,15-19,56.4275
Male,State of Palestine,1959,15-19,57.301
Male,State of Palestine,1960,15-19,58.378
Male,State of Palestine,1961,15-19,59.620999999999995
Male,State of Palestine,1962,15-19,61.005
Male,State of Palestine,1963,15-19,62.13549999999999
Male,State of Palestine,1964,15-19,62.455999999999996
Male,State of Palestine,1965,15-19,62.126000000000005
Male,State of Palestine,1966,15-19,61.355999999999995
Male,State of Palestine,1967,15-19,60.037
Male,State of Palestine,1968,15-19,58.80499999999999
Male,State of Palestine,1969,15-19,58.35850000000001
Male,State of Palestine,1970,15-19,58.706500000000005
Male,State of Palestine,1971,15-19,59.805499999999995
Male,State of Palestine,1972,15-19,61.611
Male,State of Palestine,1973,15-19,63.820499999999996
Male,State of Palestine,1974,15-19,66.1235
Male,State of Palestine,1975,15-19,68.395
Male,State of Palestine,1976,15-19,70.6055
Male,State of Palestine,1977,15-19,72.78999999999999
Male,State of Palestine,1978,15-19,74.99600000000001
Male,State of Palestine,1979,15-19,77.2735
Male,State of Palestine,1980,15-19,79.70949999999999
Male,State of Palestine,1981,15-19,82.3085
Male,State of Palestine,1982,15-19,85.126
Male,State of Palestine,1983,15-19,88.44800000000001
Male,State of Palestine,1984,15-19,92.427
Male,State of Palestine,1985,15-19,95.68299999999999
Male,State of Palestine,1986,15-19,98.25
Male,State of Palestine,1987,15-19,103.18800000000002
Male,State of Palestine,1988,15-19,108.85249999999999
Male,State of Palestine,1989,15-19,113.28650000000002
Male,State of Palestine,1990,15-19,117.94200000000001
Male,State of Palestine,1991,15-19,122.9175
Male,State of Palestine,1992,15-19,128.16
Male,State of Palestine,1993,15-19,133.585
Male,State of Palestine,1994,15-19,139.247
Male,State of Palestine,1995,15-19,145.07600000000002
Male,State of Palestine,1996,15-19,151.07150000000001
Male,State of Palestine,1997,15-19,157.415
Male,State of Palestine,1998,15-19,163.6625
Male,State of Palestine,1999,15-19,169.72199999999998
Male,State of Palestine,2000,15-19,176.0995
Male,State of Palestine,2001,15-19,182.599
Male,State of Palestine,2002,15-19,189.10399999999998
Male,State of Palestine,2003,15-19,195.809
Male,State of Palestine,2004,15-19,202.8025
Male,State of Palestine,2005,15-19,210.25
Male,State of Palestine,2006,15-19,217.985
Male,State of Palestine,2007,15-19,225.53199999999998
Male,State of Palestine,2008,15-19,232.058
Male,State of Palestine,2009,15-19,236.94699999999997
Male,State of Palestine,2010,15-19,240.163
Male,State of Palestine,2011,15-19,241.76
Male,State of Palestine,2012,15-19,241.768
Male,State of Palestine,2013,15-19,241.0725
Male,State of Palestine,2014,15-19,240.7465
Male,State of Palestine,2015,15-19,240.89
Male,State of Palestine,2016,15-19,241.633
Male,State of Palestine,2017,15-19,243.3905
Male,State of Palestine,2018,15-19,246.06150000000002
Male,State of Palestine,2019,15-19,249.5175
Male,State of Palestine,2020,15-19,254.5545
Male,State of Palestine,2021,15-19,260.924
Male,State of Palestine,2022,15-19,267.803
Male,State of Palestine,2023,15-19,274.134
Male,Syrian Arab Republic,1950,15-19,176.305
Male,Syrian Arab Republic,1951,15-19,177.04500000000002
Male,Syrian Arab Republic,1952,15-19,178.032
Male,Syrian Arab Republic,1953,15-19,179.4475
Male,Syrian Arab Republic,1954,15-19,181.57
Male,Syrian Arab Republic,1955,15-19,184.893
Male,Syrian Arab Republic,1956,15-19,189.4605
Male,Syrian Arab Republic,1957,15-19,195.014
Male,Syrian Arab Republic,1958,15-19,201.29850000000002
Male,Syrian Arab Republic,1959,15-19,208.86499999999998
Male,Syrian Arab Republic,1960,15-19,218.5135
Male,Syrian Arab Republic,1961,15-19,229.4475
Male,Syrian Arab Republic,1962,15-19,242.2885
Male,Syrian Arab Republic,1963,15-19,258.87
Male,Syrian Arab Republic,1964,15-19,272.807
Male,Syrian Arab Republic,1965,15-19,282.075
Male,Syrian Arab Republic,1966,15-19,291.038
Male,Syrian Arab Republic,1967,15-19,298.73449999999997
Male,Syrian Arab Republic,1968,15-19,304.3555
Male,Syrian Arab Republic,1969,15-19,313.86499999999995
Male,Syrian Arab Republic,1970,15-19,328.73299999999995
Male,Syrian Arab Republic,1971,15-19,344.42549999999994
Male,Syrian Arab Republic,1972,15-19,360.51050000000004
Male,Syrian Arab Republic,1973,15-19,376.382
Male,Syrian Arab Republic,1974,15-19,391.759
Male,Syrian Arab Republic,1975,15-19,406.82099999999997
Male,Syrian Arab Republic,1976,15-19,421.911
Male,Syrian Arab Republic,1977,15-19,437.149
Male,Syrian Arab Republic,1978,15-19,452.73400000000004
Male,Syrian Arab Republic,1979,15-19,468.6425
Male,Syrian Arab Republic,1980,15-19,484.9865
Male,Syrian Arab Republic,1981,15-19,502.86350000000004
Male,Syrian Arab Republic,1982,15-19,524.412
Male,Syrian Arab Republic,1983,15-19,548.0435
Male,Syrian Arab Republic,1984,15-19,572.082
Male,Syrian Arab Republic,1985,15-19,596.9595
Male,Syrian Arab Republic,1986,15-19,621.211
Male,Syrian Arab Republic,1987,15-19,644.908
Male,Syrian Arab Republic,1988,15-19,669.1375
Male,Syrian Arab Republic,1989,15-19,694.1045
Male,Syrian Arab Republic,1990,15-19,719.9205
Male,Syrian Arab Republic,1991,15-19,746.46
Male,Syrian Arab Republic,1992,15-19,774.859
Male,Syrian Arab Republic,1993,15-19,804.2415000000001
Male,Syrian Arab Republic,1994,15-19,832.0790000000002
Male,Syrian Arab Republic,1995,15-19,857.764
Male,Syrian Arab Republic,1996,15-19,881.1305
Male,Syrian Arab Republic,1997,15-19,902.323
Male,Syrian Arab Republic,1998,15-19,923.856
Male,Syrian Arab Republic,1999,15-19,947.1705000000001
Male,Syrian Arab Republic,2000,15-19,971.828
Male,Syrian Arab Republic,2001,15-19,998.6555000000001
Male,Syrian Arab Republic,2002,15-19,1027.1599999999999
Male,Syrian Arab Republic,2003,15-19,1054.4575
Male,Syrian Arab Republic,2004,15-19,1080.747
Male,Syrian Arab Republic,2005,15-19,1104.808
Male,Syrian Arab Republic,2006,15-19,1140.4255
Male,Syrian Arab Republic,2007,15-19,1188.0575
Male,Syrian Arab Republic,2008,15-19,1198.2385
Male,Syrian Arab Republic,2009,15-19,1187.059
Male,Syrian Arab Republic,2010,15-19,1191.5185
Male,Syrian Arab Republic,2011,15-19,1194.2035
Male,Syrian Arab Republic,2012,15-19,1174.535
Male,Syrian Arab Republic,2013,15-19,1113.5415
Male,Syrian Arab Republic,2014,15-19,1057.2255
Male,Syrian Arab Republic,2015,15-19,1051.078
Male,Syrian Arab Republic,2016,15-19,1088.1655
Male,Syrian Arab Republic,2017,15-19,1137.649
Male,Syrian Arab Republic,2018,15-19,1195.8015
Male,Syrian Arab Republic,2019,15-19,1262.2269999999999
Male,Syrian Arab Republic,2020,15-19,1306.913
Male,Syrian Arab Republic,2021,15-19,1333.962
Male,Syrian Arab Republic,2022,15-19,1376.029
Male,Syrian Arab Republic,2023,15-19,1441.03
Male,Türkiye,1950,15-19,1123.0435
Male,Türkiye,1951,15-19,1149.6585
Male,Türkiye,1952,15-19,1171.5295
Male,Türkiye,1953,15-19,1192.1895
Male,Türkiye,1954,15-19,1212.356
Male,Türkiye,1955,15-19,1231.876
Male,Türkiye,1956,15-19,1251.3245
Male,Türkiye,1957,15-19,1273.7355
Male,Türkiye,1958,15-19,1300.472
Male,Türkiye,1959,15-19,1330.0044999999998
Male,Türkiye,1960,15-19,1361.2255000000002
Male,Türkiye,1961,15-19,1399.4645
Male,Türkiye,1962,15-19,1445.9345
Male,Türkiye,1963,15-19,1494.6354999999999
Male,Türkiye,1964,15-19,1542.0375
Male,Türkiye,1965,15-19,1587.7069999999999
Male,Türkiye,1966,15-19,1642.1850000000002
Male,Türkiye,1967,15-19,1706.9275
Male,Türkiye,1968,15-19,1772.8954999999999
Male,Türkiye,1969,15-19,1838.0495
Male,Türkiye,1970,15-19,1902.7005000000004
Male,Türkiye,1971,15-19,1970.4625
Male,Türkiye,1972,15-19,2037.476
Male,Türkiye,1973,15-19,2097.156
Male,Türkiye,1974,15-19,2152.0334999999995
Male,Türkiye,1975,15-19,2212.5585
Male,Türkiye,1976,15-19,2286.9445
Male,Türkiye,1977,15-19,2363.9985
Male,Türkiye,1978,15-19,2426.084
Male,Türkiye,1979,15-19,2466.384
Male,Türkiye,1980,15-19,2514.1935000000003
Male,Türkiye,1981,15-19,2574.7780000000002
Male,Türkiye,1982,15-19,2633.313
Male,Türkiye,1983,15-19,2693.642
Male,Türkiye,1984,15-19,2749.3075
Male,Türkiye,1985,15-19,2801.721
Male,Türkiye,1986,15-19,2853.9660000000003
Male,Türkiye,1987,15-19,2906.5175
Male,Türkiye,1988,15-19,2957.6805
Male,Türkiye,1989,15-19,3004.0944999999997
Male,Türkiye,1990,15-19,3042.1400000000003
Male,Türkiye,1991,15-19,3073.7205
Male,Türkiye,1992,15-19,3104.227
Male,Türkiye,1993,15-19,3141.8255
Male,Türkiye,1994,15-19,3191.766
Male,Türkiye,1995,15-19,3246.268
Male,Türkiye,1996,15-19,3299.401
Male,Türkiye,1997,15-19,3346.221
Male,Türkiye,1998,15-19,3375.5495
Male,Türkiye,1999,15-19,3382.4964999999997
Male,Türkiye,2000,15-19,3371.953
Male,Türkiye,2001,15-19,3348.303
Male,Türkiye,2002,15-19,3314.71
Male,Türkiye,2003,15-19,3277.9555
Male,Türkiye,2004,15-19,3242.2760000000003
Male,Türkiye,2005,15-19,3208.52
Male,Türkiye,2006,15-19,3180.8125
Male,Türkiye,2007,15-19,3164.6634999999997
Male,Türkiye,2008,15-19,3171.9165000000003
Male,Türkiye,2009,15-19,3193.233
Male,Türkiye,2010,15-19,3209.8334999999997
Male,Türkiye,2011,15-19,3232.3110000000006
Male,Türkiye,2012,15-19,3271.362
Male,Türkiye,2013,15-19,3323.694
Male,Türkiye,2014,15-19,3390.4965
Male,Türkiye,2015,15-19,3456.327
Male,Türkiye,2016,15-19,3477.4005
Male,Türkiye,2017,15-19,3461.1635
Male,Türkiye,2018,15-19,3419.6214999999997
Male,Türkiye,2019,15-19,3364.638
Male,Türkiye,2020,15-19,3317.094
Male,Türkiye,2021,15-19,3275.027
Male,Türkiye,2022,15-19,3235.788
Male,Türkiye,2023,15-19,3208.6455
Male,United Arab Emirates,1950,15-19,4.022
Male,United Arab Emirates,1951,15-19,4.6455
Male,United Arab Emirates,1952,15-19,5.343
Male,United Arab Emirates,1953,15-19,6.1065
Male,United Arab Emirates,1954,15-19,6.923000000000001
Male,United Arab Emirates,1955,15-19,7.7755
Male,United Arab Emirates,1956,15-19,8.642
Male,United Arab Emirates,1957,15-19,9.499
Male,United Arab Emirates,1958,15-19,10.3205
Male,United Arab Emirates,1959,15-19,11.078000000000001
Male,United Arab Emirates,1960,15-19,11.74
Male,United Arab Emirates,1961,15-19,12.2735
Male,United Arab Emirates,1962,15-19,12.642
Male,United Arab Emirates,1963,15-19,12.813
Male,United Arab Emirates,1964,15-19,12.777499999999998
Male,United Arab Emirates,1965,15-19,12.564499999999999
Male,United Arab Emirates,1966,15-19,12.212
Male,United Arab Emirates,1967,15-19,11.7515
Male,United Arab Emirates,1968,15-19,14.094999999999999
Male,United Arab Emirates,1969,15-19,19.8675
Male,United Arab Emirates,1970,15-19,25.548000000000002
Male,United Arab Emirates,1971,15-19,29.679
Male,United Arab Emirates,1972,15-19,31.980999999999998
Male,United Arab Emirates,1973,15-19,32.44800000000001
Male,United Arab Emirates,1974,15-19,31.358
Male,United Arab Emirates,1975,15-19,29.276
Male,United Arab Emirates,1976,15-19,31.877000000000002
Male,United Arab Emirates,1977,15-19,37.7485
Male,United Arab Emirates,1978,15-19,40.088
Male,United Arab Emirates,1979,15-19,39.17100000000001
Male,United Arab Emirates,1980,15-19,36.244
Male,United Arab Emirates,1981,15-19,36.0285
Male,United Arab Emirates,1982,15-19,38.869
Male,United Arab Emirates,1983,15-19,40.965
Male,United Arab Emirates,1984,15-19,41.91949999999999
Male,United Arab Emirates,1985,15-19,42.127500000000005
Male,United Arab Emirates,1986,15-19,51.472500000000004
Male,United Arab Emirates,1987,15-19,68.96700000000001
Male,United Arab Emirates,1988,15-19,83.3485
Male,United Arab Emirates,1989,15-19,93.40499999999999
Male,United Arab Emirates,1990,15-19,98.94200000000001
Male,United Arab Emirates,1991,15-19,100.6505
Male,United Arab Emirates,1992,15-19,99.52850000000001
Male,United Arab Emirates,1993,15-19,96.536
Male,United Arab Emirates,1994,15-19,92.773
Male,United Arab Emirates,1995,15-19,90.3945
Male,United Arab Emirates,1996,15-19,109.47949999999999
Male,United Arab Emirates,1997,15-19,145.684
Male,United Arab Emirates,1998,15-19,174.53549999999998
Male,United Arab Emirates,1999,15-19,193.99949999999998
Male,United Arab Emirates,2000,15-19,204.57100000000003
Male,United Arab Emirates,2001,15-19,208.1035
Male,United Arab Emirates,2002,15-19,205.766
Male,United Arab Emirates,2003,15-19,197.23950000000002
Male,United Arab Emirates,2004,15-19,183.42849999999999
Male,United Arab Emirates,2005,15-19,167.011
Male,United Arab Emirates,2006,15-19,159.212
Male,United Arab Emirates,2007,15-19,170.00900000000001
Male,United Arab Emirates,2008,15-19,185.60399999999998
Male,United Arab Emirates,2009,15-19,192.4835
Male,United Arab Emirates,2010,15-19,194.77
Male,United Arab Emirates,2011,15-19,196.775
Male,United Arab Emirates,2012,15-19,200.08050000000003
Male,United Arab Emirates,2013,15-19,206.7935
Male,United Arab Emirates,2014,15-19,216.785
Male,United Arab Emirates,2015,15-19,227.55899999999997
Male,United Arab Emirates,2016,15-19,236.682
Male,United Arab Emirates,2017,15-19,242.2525
Male,United Arab Emirates,2018,15-19,245.17000000000002
Male,United Arab Emirates,2019,15-19,245.7465
Male,United Arab Emirates,2020,15-19,248.428
Male,United Arab Emirates,2021,15-19,258.1975
Male,United Arab Emirates,2022,15-19,269.692
Male,United Arab Emirates,2023,15-19,270.318
Male,Yemen,1950,15-19,238.8795
Male,Yemen,1951,15-19,244.07049999999998
Male,Yemen,1952,15-19,249.569
Male,Yemen,1953,15-19,255.26450000000003
Male,Yemen,1954,15-19,260.89050000000003
Male,Yemen,1955,15-19,266.4855
Male,Yemen,1956,15-19,271.918
Male,Yemen,1957,15-19,276.81850000000003
Male,Yemen,1958,15-19,281.398
Male,Yemen,1959,15-19,286.2045
Male,Yemen,1960,15-19,291.36850000000004
Male,Yemen,1961,15-19,297.18100000000004
Male,Yemen,1962,15-19,303.405
Male,Yemen,1963,15-19,307.9705
Male,Yemen,1964,15-19,309.98199999999997
Male,Yemen,1965,15-19,308.788
Male,Yemen,1966,15-19,305.543
Male,Yemen,1967,15-19,303.15
Male,Yemen,1968,15-19,303.543
Male,Yemen,1969,15-19,307.867
Male,Yemen,1970,15-19,316.47849999999994
Male,Yemen,1971,15-19,327.939
Male,Yemen,1972,15-19,340.2285
Male,Yemen,1973,15-19,353.374
Male,Yemen,1974,15-19,367.43899999999996
Male,Yemen,1975,15-19,382.27250000000004
Male,Yemen,1976,15-19,397.76000000000005
Male,Yemen,1977,15-19,413.949
Male,Yemen,1978,15-19,431.00149999999996
Male,Yemen,1979,15-19,449.255
Male,Yemen,1980,15-19,468.911
Male,Yemen,1981,15-19,490.11400000000003
Male,Yemen,1982,15-19,512.9580000000001
Male,Yemen,1983,15-19,537.037
Male,Yemen,1984,15-19,561.899
Male,Yemen,1985,15-19,587.7685
Male,Yemen,1986,15-19,614.1579999999999
Male,Yemen,1987,15-19,641.2015
Male,Yemen,1988,15-19,669.3
Male,Yemen,1989,15-19,698.3735
Male,Yemen,1990,15-19,729.051
Male,Yemen,1991,15-19,761.678
Male,Yemen,1992,15-19,796.6025
Male,Yemen,1993,15-19,834.0825
Male,Yemen,1994,15-19,875.5619999999999
Male,Yemen,1995,15-19,921.03
Male,Yemen,1996,15-19,968.241
Male,Yemen,1997,15-19,1016.9364999999999
Male,Yemen,1998,15-19,1067.6465
Male,Yemen,1999,15-19,1118.2759999999998
Male,Yemen,2000,15-19,1168.1009999999999
Male,Yemen,2001,15-19,1218.3210000000001
Male,Yemen,2002,15-19,1268.3565
Male,Yemen,2003,15-19,1318.1685
Male,Yemen,2004,15-19,1367.995
Male,Yemen,2005,15-19,1419.769
Male,Yemen,2006,15-19,1472.864
Male,Yemen,2007,15-19,1524.7959999999998
Male,Yemen,2008,15-19,1574.4285
Male,Yemen,2009,15-19,1620.0030000000002
Male,Yemen,2010,15-19,1659.0615
Male,Yemen,2011,15-19,1685.182
Male,Yemen,2012,15-19,1702.0405
Male,Yemen,2013,15-19,1717.098
Male,Yemen,2014,15-19,1733.692
Male,Yemen,2015,15-19,1754.0985
Male,Yemen,2016,15-19,1783.5040000000001
Male,Yemen,2017,15-19,1820.7330000000002
Male,Yemen,2018,15-19,1859.6629999999998
Male,Yemen,2019,15-19,1901.4289999999999
Male,Yemen,2020,15-19,1942.7269999999999
Male,Yemen,2021,15-19,1986.3635
Male,Yemen,2022,15-19,2036.6465
Male,Yemen,2023,15-19,2088.101
Female,Iran (Islamic Republic of),1950,15-19,823.6745000000001
Female,Iran (Islamic Republic of),1951,15-19,832.4905
Female,Iran (Islamic Republic of),1952,15-19,839.8779999999999
Female,Iran (Islamic Republic of),1953,15-19,844.5184999999999
Female,Iran (Islamic Republic of),1954,15-19,845.258
Female,Iran (Islamic Republic of),1955,15-19,842.9380000000001
Female,Iran (Islamic Republic of),1956,15-19,838.341
Female,Iran (Islamic Republic of),1957,15-19,832.1389999999999
Female,Iran (Islamic Republic of),1958,15-19,827.5395
Female,Iran (Islamic Republic of),1959,15-19,830.4900000000001
Female,Iran (Islamic Republic of),1960,15-19,844.5385000000001
Female,Iran (Islamic Republic of),1961,15-19,869.156
Female,Iran (Islamic Republic of),1962,15-19,902.9045
Female,Iran (Islamic Republic of),1963,15-19,942.1655000000001
Female,Iran (Islamic Republic of),1964,15-19,1000.423
Female,Iran (Islamic Republic of),1965,15-19,1079.396
Female,Iran (Islamic Republic of),1966,15-19,1160.5765
Female,Iran (Islamic Republic of),1967,15-19,1240.4170000000001
Female,Iran (Islamic Republic of),1968,15-19,1321.9755
Female,Iran (Islamic Republic of),1969,15-19,1391.6295000000002
Female,Iran (Islamic Republic of),1970,15-19,1447.7030000000002
Female,Iran (Islamic Republic of),1971,15-19,1505.9595
Female,Iran (Islamic Republic of),1972,15-19,1568.5605
Female,Iran (Islamic Republic of),1973,15-19,1635.6135
Female,Iran (Islamic Republic of),1974,15-19,1706.1745
Female,Iran (Islamic Republic of),1975,15-19,1773.356
Female,Iran (Islamic Republic of),1976,15-19,1830.2965000000002
Female,Iran (Islamic Republic of),1977,15-19,1879.75
Female,Iran (Islamic Republic of),1978,15-19,1923.3905
Female,Iran (Islamic Republic of),1979,15-19,1961.24
Female,Iran (Islamic Republic of),1980,15-19,2000.8345
Female,Iran (Islamic Republic of),1981,15-19,2075.5155
Female,Iran (Islamic Republic of),1982,15-19,2156.2985
Female,Iran (Islamic Republic of),1983,15-19,2216.009
Female,Iran (Islamic Republic of),1984,15-19,2281.6185
Female,Iran (Islamic Republic of),1985,15-19,2349.0305
Female,Iran (Islamic Republic of),1986,15-19,2416.052
Female,Iran (Islamic Republic of),1987,15-19,2474.72
Female,Iran (Islamic Republic of),1988,15-19,2517.1229999999996
Female,Iran (Islamic Republic of),1989,15-19,2553.6820000000002
Female,Iran (Islamic Republic of),1990,15-19,2607.8695
Female,Iran (Islamic Republic of),1991,15-19,2689.147
Female,Iran (Islamic Republic of),1992,15-19,2789.7299999999996
Female,Iran (Islamic Republic of),1993,15-19,2885.0879999999997
Female,Iran (Islamic Republic of),1994,15-19,3038.167
Female,Iran (Islamic Republic of),1995,15-19,3275.4120000000003
Female,Iran (Islamic Republic of),1996,15-19,3528.5855
Female,Iran (Islamic Republic of),1997,15-19,3800.2194999999997
Female,Iran (Islamic Republic of),1998,15-19,4079.1145
Female,Iran (Islamic Republic of),1999,15-19,4326.772
Female,Iran (Islamic Republic of),2000,15-19,4530.1900000000005
Female,Iran (Islamic Republic of),2001,15-19,4688.592
Female,Iran (Islamic Republic of),2002,15-19,4754.1785
Female,Iran (Islamic Republic of),2003,15-19,4739.4445000000005
Female,Iran (Islamic Republic of),2004,15-19,4693.2785
Female,Iran (Islamic Republic of),2005,15-19,4608.5935
Female,Iran (Islamic Republic of),2006,15-19,4478.8135
Female,Iran (Islamic Republic of),2007,15-19,4312.095
Female,Iran (Islamic Republic of),2008,15-19,4124.9275
Female,Iran (Islamic Republic of),2009,15-19,3918.883
Female,Iran (Islamic Republic of),2010,15-19,3701.2184999999995
Female,Iran (Islamic Republic of),2011,15-19,3483.897
Female,Iran (Islamic Republic of),2012,15-19,3279.051
Female,Iran (Islamic Republic of),2013,15-19,3105.072
Female,Iran (Islamic Republic of),2014,15-19,2972.523
Female,Iran (Islamic Republic of),2015,15-19,2876.5879999999997
Female,Iran (Islamic Republic of),2016,15-19,2818.5865000000003
Female,Iran (Islamic Republic of),2017,15-19,2790.0730000000003
Female,Iran (Islamic Republic of),2018,15-19,2774.2934999999998
Female,Iran (Islamic Republic of),2019,15-19,2772.175
Female,Iran (Islamic Republic of),2020,15-19,2789.5405
Female,Iran (Islamic Republic of),2021,15-19,2842.228
Female,Iran (Islamic Republic of),2022,15-19,2926.5570000000007
Female,Iran (Islamic Republic of),2023,15-19,3014.6054999999997
Female,Bahrain,1950,15-19,5.2860000000000005
Female,Bahrain,1951,15-19,5.4605
Female,Bahrain,1952,15-19,5.645
Female,Bahrain,1953,15-19,5.8445
Female,Bahrain,1954,15-19,6.0625
Female,Bahrain,1955,15-19,6.3
Female,Bahrain,1956,15-19,6.557500000000001
Female,Bahrain,1957,15-19,6.836500000000001
Female,Bahrain,1958,15-19,7.1405
Female,Bahrain,1959,15-19,7.467
Female,Bahrain,1960,15-19,7.811
Female,Bahrain,1961,15-19,8.157499999999999
Female,Bahrain,1962,15-19,8.4765
Female,Bahrain,1963,15-19,8.697
Female,Bahrain,1964,15-19,8.7755
Female,Bahrain,1965,15-19,8.843
Female,Bahrain,1966,15-19,8.9825
Female,Bahrain,1967,15-19,9.179
Female,Bahrain,1968,15-19,9.393500000000001
Female,Bahrain,1969,15-19,9.68
Female,Bahrain,1970,15-19,10.084499999999998
Female,Bahrain,1971,15-19,10.731499999999999
Female,Bahrain,1972,15-19,11.639500000000002
Female,Bahrain,1973,15-19,12.564
Female,Bahrain,1974,15-19,13.426999999999998
Female,Bahrain,1975,15-19,14.212499999999999
Female,Bahrain,1976,15-19,14.905000000000001
Female,Bahrain,1977,15-19,15.504
Female,Bahrain,1978,15-19,16.006
Female,Bahrain,1979,15-19,16.401
Female,Bahrain,1980,15-19,16.698
Female,Bahrain,1981,15-19,17.096
Female,Bahrain,1982,15-19,17.648500000000002
Female,Bahrain,1983,15-19,18.1205
Female,Bahrain,1984,15-19,18.425
Female,Bahrain,1985,15-19,18.584
Female,Bahrain,1986,15-19,18.609
Female,Bahrain,1987,15-19,18.514
Female,Bahrain,1988,15-19,18.3235
Female,Bahrain,1989,15-19,18.064
Female,Bahrain,1990,15-19,17.810000000000002
Female,Bahrain,1991,15-19,17.831
Female,Bahrain,1992,15-19,18.772
Female,Bahrain,1993,15-19,20.383000000000003
Female,Bahrain,1994,15-19,21.843
Female,Bahrain,1995,15-19,22.941000000000003
Female,Bahrain,1996,15-19,23.619
Female,Bahrain,1997,15-19,23.982999999999997
Female,Bahrain,1998,15-19,24.125
Female,Bahrain,1999,15-19,24.1295
Female,Bahrain,2000,15-19,24.104999999999997
Female,Bahrain,2001,15-19,25.552000000000003
Female,Bahrain,2002,15-19,28.836
Female,Bahrain,2003,15-19,32.062
Female,Bahrain,2004,15-19,34.327000000000005
Female,Bahrain,2005,15-19,35.5615
Female,Bahrain,2006,15-19,35.997
Female,Bahrain,2007,15-19,35.97
Female,Bahrain,2008,15-19,35.788000000000004
Female,Bahrain,2009,15-19,35.6595
Female,Bahrain,2010,15-19,35.4895
Female,Bahrain,2011,15-19,34.8175
Female,Bahrain,2012,15-19,33.936499999999995
Female,Bahrain,2013,15-19,34.086
Female,Bahrain,2014,15-19,35.1825
Female,Bahrain,2015,15-19,36.2055
