Sex,Country,Year,Age_Group_5yr,Population
Male,Iraq,1972,15-19,1.1139999999999999
Male,Iraq,1973,15-19,1.0579999999999998
Male,Iraq,1974,15-19,1.5859999999999999
Male,Iraq,1975,15-19,1.529
Male,Iraq,1976,15-19,0.9859999999999999
Male,Iraq,1977,15-19,1.049
Male,Iraq,1978,15-19,1.171
Male,Iraq,1979,15-19,1.2990000000000002
Male,Iraq,1980,15-19,3.167
Male,Iraq,1981,15-19,4.865
Male,Iraq,1982,15-19,5.061999999999999
Male,Iraq,1983,15-19,5.137
Male,Iraq,1984,15-19,5.26
Male,Iraq,1985,15-19,5.379
Male,Iraq,1986,15-19,5.433000000000001
Male,Iraq,1987,15-19,5.566
Male,Iraq,1988,15-19,7.383
Male,Iraq,1989,15-19,5.731
Male,Iraq,1990,15-19,5.918
Male,Iraq,1991,15-19,4.249
Male,Iraq,1992,15-19,2.549
Male,Iraq,1993,15-19,2.615
Male,Iraq,1994,15-19,2.834
Male,Iraq,1995,15-19,2.965
Male,Iraq,1996,15-19,3.0279999999999996
Male,Iraq,1997,15-19,3.191
Male,Iraq,1998,15-19,3.144
Male,Iraq,1999,15-19,3.195
Male,Iraq,2000,15-19,3.1919999999999997
Male,Iraq,2001,15-19,3.159
Male,Iraq,2002,15-19,3.096
Male,Iraq,2003,15-19,4.2669999999999995
Male,Iraq,2004,15-19,4.8020000000000005
Male,Iraq,2005,15-19,4.882
Male,Iraq,2006,15-19,6.1690000000000005
Male,Iraq,2007,15-19,5.880999999999999
Male,Iraq,2008,15-19,3.973
Male,Iraq,2009,15-19,2.875
Male,Iraq,2010,15-19,2.8609999999999998
Male,Iraq,2011,15-19,2.8040000000000003
Male,Iraq,2012,15-19,2.7520000000000002
Male,Iraq,2013,15-19,2.8810000000000002
Male,Iraq,2014,15-19,2.6769999999999996
Male,Iraq,2015,15-19,2.635
Male,Iraq,2016,15-19,4.556
Male,Iraq,2017,15-19,3.556
Male,Iraq,2018,15-19,2.24
Male,Iraq,2019,15-19,2.313
Male,Iraq,2020,15-19,2.211
Male,Iraq,2021,15-19,2.1020000000000003
Male,Iraq,2022,15-19,2.152
Male,Iraq,2023,15-19,2.0949999999999998
Male,Israel,1950,15-19,0.082
Male,Israel,1951,15-19,0.10300000000000001
Male,Israel,1952,15-19,0.116
Male,Israel,1953,15-19,0.122
Male,Israel,1954,15-19,0.139
Male,Israel,1955,15-19,0.088
Male,Israel,1956,15-19,0.16799999999999998
Male,Israel,1957,15-19,0.155
Male,Israel,1958,15-19,0.098
Male,Israel,1959,15-19,0.075
Male,Israel,1960,15-19,0.09200000000000001
Male,Israel,1961,15-19,0.106
Male,Israel,1962,15-19,0.10399999999999998
Male,Israel,1963,15-19,0.121
Male,Israel,1964,15-19,0.11199999999999999
Male,Israel,1965,15-19,0.13
Male,Israel,1966,15-19,0.124
Male,Israel,1967,15-19,0.142
Male,Israel,1968,15-19,0.242
Male,Israel,1969,15-19,0.244
Male,Israel,1970,15-19,0.255
Male,Israel,1971,15-19,0.15799999999999997
Male,Israel,1972,15-19,0.16799999999999998
Male,Israel,1973,15-19,0.137
Male,Israel,1974,15-19,0.197
Male,Israel,1975,15-19,0.227
Male,Israel,1976,15-19,0.162
Male,Israel,1977,15-19,0.185
Male,Israel,1978,15-19,0.172
Male,Israel,1979,15-19,0.133
Male,Israel,1980,15-19,0.142
Male,Israel,1981,15-19,0.135
Male,Israel,1982,15-19,0.133
Male,Israel,1983,15-19,0.138
Male,Israel,1984,15-19,0.132
Male,Israel,1985,15-19,0.13999999999999999
Male,Israel,1986,15-19,0.10400000000000001
Male,Israel,1987,15-19,0.134
Male,Israel,1988,15-19,0.138
Male,Israel,1989,15-19,0.133
Male,Israel,1990,15-19,0.132
Male,Israel,1991,15-19,0.112
Male,Israel,1992,15-19,0.143
Male,Israel,1993,15-19,0.14100000000000001
Male,Israel,1994,15-19,0.14
Male,Israel,1995,15-19,0.156
Male,Israel,1996,15-19,0.13
Male,Israel,1997,15-19,0.14500000000000002
Male,Israel,1998,15-19,0.145
Male,Israel,1999,15-19,0.11699999999999999
Male,Israel,2000,15-19,0.172
Male,Israel,2001,15-19,0.182
Male,Israel,2002,15-19,0.187
Male,Israel,2003,15-19,0.148
Male,Israel,2004,15-19,0.151
Male,Israel,2005,15-19,0.112
Male,Israel,2006,15-19,0.126
Male,Israel,2007,15-19,0.13799999999999998
Male,Israel,2008,15-19,0.14400000000000002
Male,Israel,2009,15-19,0.10300000000000001
Male,Israel,2010,15-19,0.109
Male,Israel,2011,15-19,0.11
Male,Israel,2012,15-19,0.094
Male,Israel,2013,15-19,0.088
Male,Israel,2014,15-19,0.126
Male,Israel,2015,15-19,0.11
Male,Israel,2016,15-19,0.11800000000000001
Male,Israel,2017,15-19,0.126
Male,Israel,2018,15-19,0.119
Male,Israel,2019,15-19,0.127
Male,Israel,2020,15-19,0.096
Male,Israel,2021,15-19,0.10400000000000001
Male,Israel,2022,15-19,0.10200000000000001
Male,Israel,2023,15-19,0.196
Male,Jordan,1950,15-19,0.125
Male,Jordan,1951,15-19,0.132
Male,Jordan,1952,15-19,0.14
Male,Jordan,1953,15-19,0.148
Male,Jordan,1954,15-19,0.152
Male,Jordan,1955,15-19,0.157
Male,Jordan,1956,15-19,0.156
Male,Jordan,1957,15-19,0.155
Male,Jordan,1958,15-19,0.151
Male,Jordan,1959,15-19,0.14800000000000002
Male,Jordan,1960,15-19,0.14800000000000002
Male,Jordan,1961,15-19,0.14600000000000002
Male,Jordan,1962,15-19,0.14400000000000002
Male,Jordan,1963,15-19,0.14400000000000002
Male,Jordan,1964,15-19,0.14200000000000002
Male,Jordan,1965,15-19,0.14300000000000002
Male,Jordan,1966,15-19,0.15
Male,Jordan,1967,15-19,0.152
Male,Jordan,1968,15-19,0.158
Male,Jordan,1969,15-19,0.164
Male,Jordan,1970,15-19,0.21699999999999997
Male,Jordan,1971,15-19,0.18000000000000002
Male,Jordan,1972,15-19,0.17700000000000002
Male,Jordan,1973,15-19,0.17900000000000002
Male,Jordan,1974,15-19,0.18000000000000002
Male,Jordan,1975,15-19,0.18000000000000002
Male,Jordan,1976,15-19,0.17900000000000002
Male,Jordan,1977,15-19,0.17900000000000002
Male,Jordan,1978,15-19,0.17900000000000002
Male,Jordan,1979,15-19,0.17800000000000002
Male,Jordan,1980,15-19,0.17800000000000002
Male,Jordan,1981,15-19,0.17800000000000002
Male,Jordan,1982,15-19,0.17900000000000002
Male,Jordan,1983,15-19,0.17900000000000002
Male,Jordan,1984,15-19,0.18100000000000002
Male,Jordan,1985,15-19,0.18300000000000002
Male,Jordan,1986,15-19,0.187
Male,Jordan,1987,15-19,0.192
Male,Jordan,1988,15-19,0.197
Male,Jordan,1989,15-19,0.203
Male,Jordan,1990,15-19,0.21100000000000002
Male,Jordan,1991,15-19,0.23399999999999999
Male,Jordan,1992,15-19,0.239
Male,Jordan,1993,15-19,0.245
Male,Jordan,1994,15-19,0.249
Male,Jordan,1995,15-19,0.252
Male,Jordan,1996,15-19,0.251
Male,Jordan,1997,15-19,0.249
Male,Jordan,1998,15-19,0.244
Male,Jordan,1999,15-19,0.242
Male,Jordan,2000,15-19,0.242
Male,Jordan,2001,15-19,0.24
Male,Jordan,2002,15-19,0.238
Male,Jordan,2003,15-19,0.237
Male,Jordan,2004,15-19,0.236
Male,Jordan,2005,15-19,0.241
Male,Jordan,2006,15-19,0.237
Male,Jordan,2007,15-19,0.257
Male,Jordan,2008,15-19,0.261
Male,Jordan,2009,15-19,0.267
Male,Jordan,2010,15-19,0.274
Male,Jordan,2011,15-19,0.28
Male,Jordan,2012,15-19,0.281
Male,Jordan,2013,15-19,0.27
Male,Jordan,2014,15-19,0.27799999999999997
Male,Jordan,2015,15-19,0.27299999999999996
Male,Jordan,2016,15-19,0.26799999999999996
Male,Jordan,2017,15-19,0.244
Male,Jordan,2018,15-19,0.229
Male,Jordan,2019,15-19,0.222
Male,Jordan,2020,15-19,0.216
Male,Jordan,2021,15-19,0.212
Male,Jordan,2022,15-19,0.215
Male,Jordan,2023,15-19,0.217
Male,Kuwait,1950,15-19,0.027000000000000003
Male,Kuwait,1951,15-19,0.024
Male,Kuwait,1952,15-19,0.024
Male,Kuwait,1953,15-19,0.022000000000000002
Male,Kuwait,1954,15-19,0.021
Male,Kuwait,1955,15-19,0.021
Male,Kuwait,1956,15-19,0.022000000000000002
Male,Kuwait,1957,15-19,0.023000000000000003
Male,Kuwait,1958,15-19,0.024
Male,Kuwait,1959,15-19,0.026000000000000002
Male,Kuwait,1960,15-19,0.029
Male,Kuwait,1961,15-19,0.030000000000000002
Male,Kuwait,1962,15-19,0.030000000000000002
Male,Kuwait,1963,15-19,0.034999999999999996
Male,Kuwait,1964,15-19,0.034999999999999996
Male,Kuwait,1965,15-19,0.034999999999999996
Male,Kuwait,1966,15-19,0.037
Male,Kuwait,1967,15-19,0.034999999999999996
Male,Kuwait,1968,15-19,0.034999999999999996
Male,Kuwait,1969,15-19,0.039
Male,Kuwait,1970,15-19,0.039
Male,Kuwait,1971,15-19,0.04
Male,Kuwait,1972,15-19,0.042
Male,Kuwait,1973,15-19,0.047
Male,Kuwait,1974,15-19,0.052000000000000005
Male,Kuwait,1975,15-19,0.057999999999999996
Male,Kuwait,1976,15-19,0.064
Male,Kuwait,1977,15-19,0.069
Male,Kuwait,1978,15-19,0.073
Male,Kuwait,1979,15-19,0.075
Male,Kuwait,1980,15-19,0.075
Male,Kuwait,1981,15-19,0.075
Male,Kuwait,1982,15-19,0.075
Male,Kuwait,1983,15-19,0.071
Male,Kuwait,1984,15-19,0.068
Male,Kuwait,1985,15-19,0.065
Male,Kuwait,1986,15-19,0.062
Male,Kuwait,1987,15-19,0.059
Male,Kuwait,1988,15-19,0.055999999999999994
Male,Kuwait,1989,15-19,0.05399999999999999
Male,Kuwait,1990,15-19,0.15399999999999997
Male,Kuwait,1991,15-19,0.08399999999999999
Male,Kuwait,1992,15-19,0.038
Male,Kuwait,1993,15-19,0.041
Male,Kuwait,1994,15-19,0.036000000000000004
Male,Kuwait,1995,15-19,0.031
Male,Kuwait,1996,15-19,0.033
Male,Kuwait,1997,15-19,0.04
Male,Kuwait,1998,15-19,0.043
Male,Kuwait,1999,15-19,0.045
Male,Kuwait,2000,15-19,0.046
Male,Kuwait,2001,15-19,0.045
Male,Kuwait,2002,15-19,0.044
Male,Kuwait,2003,15-19,0.041999999999999996
Male,Kuwait,2004,15-19,0.041999999999999996
Male,Kuwait,2005,15-19,0.040999999999999995
Male,Kuwait,2006,15-19,0.044
Male,Kuwait,2007,15-19,0.05
Male,Kuwait,2008,15-19,0.052000000000000005
Male,Kuwait,2009,15-19,0.057
Male,Kuwait,2010,15-19,0.059000000000000004
Male,Kuwait,2011,15-19,0.064
Male,Kuwait,2012,15-19,0.071
Male,Kuwait,2013,15-19,0.075
Male,Kuwait,2014,15-19,0.077
Male,Kuwait,2015,15-19,0.078
Male,Kuwait,2016,15-19,0.075
Male,Kuwait,2017,15-19,0.075
Male,Kuwait,2018,15-19,0.074
Male,Kuwait,2019,15-19,0.075
Male,Kuwait,2020,15-19,0.077
Male,Kuwait,2021,15-19,0.064
Male,Kuwait,2022,15-19,0.056
Male,Kuwait,2023,15-19,0.069
Male,Lebanon,1950,15-19,0.168
Male,Lebanon,1951,15-19,0.164
Male,Lebanon,1952,15-19,0.16
Male,Lebanon,1953,15-19,0.156
Male,Lebanon,1954,15-19,0.151
Male,Lebanon,1955,15-19,0.152
Male,Lebanon,1956,15-19,0.14400000000000002
Male,Lebanon,1957,15-19,0.137
Male,Lebanon,1958,15-19,0.224
Male,Lebanon,1959,15-19,0.129
Male,Lebanon,1960,15-19,0.129
Male,Lebanon,1961,15-19,0.13
Male,Lebanon,1962,15-19,0.132
Male,Lebanon,1963,15-19,0.137
Male,Lebanon,1964,15-19,0.14200000000000002
Male,Lebanon,1965,15-19,0.152
Male,Lebanon,1966,15-19,0.167
Male,Lebanon,1967,15-19,0.18000000000000002
Male,Lebanon,1968,15-19,0.19400000000000003
Male,Lebanon,1969,15-19,0.20800000000000002
Male,Lebanon,1970,15-19,0.21499999999999997
Male,Lebanon,1971,15-19,0.21899999999999997
Male,Lebanon,1972,15-19,0.22399999999999998
Male,Lebanon,1973,15-19,0.22799999999999998
Male,Lebanon,1974,15-19,0.23199999999999998
Male,Lebanon,1975,15-19,1.178
Male,Lebanon,1976,15-19,3.1489999999999996
Male,Lebanon,1977,15-19,0.663
Male,Lebanon,1978,15-19,0.7130000000000001
Male,Lebanon,1979,15-19,0.773
Male,Lebanon,1980,15-19,0.7709999999999999
Male,Lebanon,1981,15-19,0.767
Male,Lebanon,1982,15-19,2.044
Male,Lebanon,1983,15-19,0.986
Male,Lebanon,1984,15-19,0.9630000000000001
Male,Lebanon,1985,15-19,0.946
Male,Lebanon,1986,15-19,0.925
Male,Lebanon,1987,15-19,0.6970000000000001
Male,Lebanon,1988,15-19,0.687
Male,Lebanon,1989,15-19,0.7889999999999999
Male,Lebanon,1990,15-19,0.7779999999999999
Male,Lebanon,1991,15-19,0.18
Male,Lebanon,1992,15-19,0.177
Male,Lebanon,1993,15-19,0.176
Male,Lebanon,1994,15-19,0.168
Male,Lebanon,1995,15-19,0.163
Male,Lebanon,1996,15-19,0.167
Male,Lebanon,1997,15-19,0.165
Male,Lebanon,1998,15-19,0.161
Male,Lebanon,1999,15-19,0.159
Male,Lebanon,2000,15-19,0.154
Male,Lebanon,2001,15-19,0.145
Male,Lebanon,2002,15-19,0.138
Male,Lebanon,2003,15-19,0.131
Male,Lebanon,2004,15-19,0.126
Male,Lebanon,2005,15-19,0.122
Male,Lebanon,2006,15-19,0.20900000000000002
Male,Lebanon,2007,15-19,0.113
Male,Lebanon,2008,15-19,0.112
Male,Lebanon,2009,15-19,0.10400000000000001
Male,Lebanon,2010,15-19,0.098
Male,Lebanon,2011,15-19,0.094
Male,Lebanon,2012,15-19,0.091
Male,Lebanon,2013,15-19,0.095
Male,Lebanon,2014,15-19,0.10500000000000001
Male,Lebanon,2015,15-19,0.107
Male,Lebanon,2016,15-19,0.10600000000000001
Male,Lebanon,2017,15-19,0.115
Male,Lebanon,2018,15-19,0.097
Male,Lebanon,2019,15-19,0.097
Male,Lebanon,2020,15-19,0.098
Male,Lebanon,2021,15-19,0.161
Male,Lebanon,2022,15-19,0.099
Male,Lebanon,2023,15-19,0.11
Male,Oman,1950,15-19,0.18500000000000003
Male,Oman,1951,15-19,0.18600000000000003
Male,Oman,1952,15-19,0.19000000000000003
Male,Oman,1953,15-19,0.19000000000000003
Male,Oman,1954,15-19,0.19300000000000003
Male,Oman,1955,15-19,0.19400000000000003
Male,Oman,1956,15-19,0.195
Male,Oman,1957,15-19,0.2
Male,Oman,1958,15-19,0.199
Male,Oman,1959,15-19,0.199
Male,Oman,1960,15-19,0.201
Male,Oman,1961,15-19,0.203
Male,Oman,1962,15-19,0.202
Male,Oman,1963,15-19,0.198
Male,Oman,1964,15-19,0.188
Male,Oman,1965,15-19,0.17600000000000002
Male,Oman,1966,15-19,0.168
Male,Oman,1967,15-19,0.159
Male,Oman,1968,15-19,0.154
Male,Oman,1969,15-19,0.153
Male,Oman,1970,15-19,0.157
Male,Oman,1971,15-19,0.155
Male,Oman,1972,15-19,0.17
Male,Oman,1973,15-19,0.166
Male,Oman,1974,15-19,0.165
Male,Oman,1975,15-19,0.165
Male,Oman,1976,15-19,0.14200000000000002
Male,Oman,1977,15-19,0.14200000000000002
Male,Oman,1978,15-19,0.139
Male,Oman,1979,15-19,0.136
Male,Oman,1980,15-19,0.134
Male,Oman,1981,15-19,0.131
Male,Oman,1982,15-19,0.127
Male,Oman,1983,15-19,0.122
Male,Oman,1984,15-19,0.121
Male,Oman,1985,15-19,0.11599999999999999
Male,Oman,1986,15-19,0.119
Male,Oman,1987,15-19,0.124
Male,Oman,1988,15-19,0.125
Male,Oman,1989,15-19,0.126
Male,Oman,1990,15-19,0.126
Male,Oman,1991,15-19,0.125
Male,Oman,1992,15-19,0.121
Male,Oman,1993,15-19,0.118
Male,Oman,1994,15-19,0.11599999999999999
Male,Oman,1995,15-19,0.11499999999999999
Male,Oman,1996,15-19,0.11699999999999999
Male,Oman,1997,15-19,0.119
Male,Oman,1998,15-19,0.122
Male,Oman,1999,15-19,0.124
Male,Oman,2000,15-19,0.129
Male,Oman,2001,15-19,0.13
Male,Oman,2002,15-19,0.133
Male,Oman,2003,15-19,0.135
Male,Oman,2004,15-19,0.137
Male,Oman,2005,15-19,0.149
Male,Oman,2006,15-19,0.153
Male,Oman,2007,15-19,0.158
Male,Oman,2008,15-19,0.155
Male,Oman,2009,15-19,0.151
Male,Oman,2010,15-19,0.145
Male,Oman,2011,15-19,0.13599999999999998
Male,Oman,2012,15-19,0.133
Male,Oman,2013,15-19,0.129
Male,Oman,2014,15-19,0.12200000000000001
Male,Oman,2015,15-19,0.113
Male,Oman,2016,15-19,0.107
Male,Oman,2017,15-19,0.1
Male,Oman,2018,15-19,0.093
Male,Oman,2019,15-19,0.08800000000000001
Male,Oman,2020,15-19,0.066
Male,Oman,2021,15-19,0.082
Male,Oman,2022,15-19,0.074
Male,Oman,2023,15-19,0.079
Male,Qatar,1950,15-19,0.005
Male,Qatar,1951,15-19,0.005
Male,Qatar,1952,15-19,0.005
Male,Qatar,1953,15-19,0.005
Male,Qatar,1954,15-19,0.005
Male,Qatar,1955,15-19,0.005
Male,Qatar,1956,15-19,0.005
Male,Qatar,1957,15-19,0.005
Male,Qatar,1958,15-19,0.005
Male,Qatar,1959,15-19,0.005
Male,Qatar,1960,15-19,0.005
Male,Qatar,1961,15-19,0.005
Male,Qatar,1962,15-19,0.005
Male,Qatar,1963,15-19,0.005
Male,Qatar,1964,15-19,0.005
Male,Qatar,1965,15-19,0.006
Male,Qatar,1966,15-19,0.006
Male,Qatar,1967,15-19,0.007
Male,Qatar,1968,15-19,0.007
Male,Qatar,1969,15-19,0.007
Male,Qatar,1970,15-19,0.007
Male,Qatar,1971,15-19,0.011
Male,Qatar,1972,15-19,0.013000000000000001
Male,Qatar,1973,15-19,0.018000000000000002
Male,Qatar,1974,15-19,0.021
Male,Qatar,1975,15-19,0.023
Male,Qatar,1976,15-19,0.026000000000000002
Male,Qatar,1977,15-19,0.026000000000000002
Male,Qatar,1978,15-19,0.029
Male,Qatar,1979,15-19,0.028
Male,Qatar,1980,15-19,0.025
Male,Qatar,1981,15-19,0.025
Male,Qatar,1982,15-19,0.025
Male,Qatar,1983,15-19,0.020999999999999998
Male,Qatar,1984,15-19,0.018000000000000002
Male,Qatar,1985,15-19,0.017
Male,Qatar,1986,15-19,0.015
Male,Qatar,1987,15-19,0.015
Male,Qatar,1988,15-19,0.017
Male,Qatar,1989,15-19,0.018000000000000002
Male,Qatar,1990,15-19,0.018000000000000002
Male,Qatar,1991,15-19,0.018000000000000002
Male,Qatar,1992,15-19,0.018000000000000002
Male,Qatar,1993,15-19,0.018000000000000002
Male,Qatar,1994,15-19,0.017
Male,Qatar,1995,15-19,0.016
Male,Qatar,1996,15-19,0.016
Male,Qatar,1997,15-19,0.016
Male,Qatar,1998,15-19,0.019
Male,Qatar,1999,15-19,0.023000000000000003
Male,Qatar,2000,15-19,0.025
Male,Qatar,2001,15-19,0.027000000000000003
Male,Qatar,2002,15-19,0.026000000000000002
Male,Qatar,2003,15-19,0.026000000000000002
Male,Qatar,2004,15-19,0.024
Male,Qatar,2005,15-19,0.024000000000000004
Male,Qatar,2006,15-19,0.028999999999999998
Male,Qatar,2007,15-19,0.032
Male,Qatar,2008,15-19,0.032
Male,Qatar,2009,15-19,0.034
Male,Qatar,2010,15-19,0.028999999999999998
Male,Qatar,2011,15-19,0.033
Male,Qatar,2012,15-19,0.037000000000000005
Male,Qatar,2013,15-19,0.034
Male,Qatar,2014,15-19,0.037000000000000005
Male,Qatar,2015,15-19,0.039999999999999994
Male,Qatar,2016,15-19,0.037000000000000005
Male,Qatar,2017,15-19,0.035
Male,Qatar,2018,15-19,0.032
Male,Qatar,2019,15-19,0.03
Male,Qatar,2020,15-19,0.024000000000000004
Male,Qatar,2021,15-19,0.027
Male,Qatar,2022,15-19,0.038
Male,Qatar,2023,15-19,0.034
Male,Saudi Arabia,1950,15-19,0.542
Male,Saudi Arabia,1951,15-19,0.5509999999999999
Male,Saudi Arabia,1952,15-19,0.56
Male,Saudi Arabia,1953,15-19,0.5680000000000001
Male,Saudi Arabia,1954,15-19,0.575
Male,Saudi Arabia,1955,15-19,0.579
Male,Saudi Arabia,1956,15-19,0.583
Male,Saudi Arabia,1957,15-19,0.5840000000000001
Male,Saudi Arabia,1958,15-19,0.587
Male,Saudi Arabia,1959,15-19,0.591
Male,Saudi Arabia,1960,15-19,0.595
Male,Saudi Arabia,1961,15-19,0.6
Male,Saudi Arabia,1962,15-19,0.604
Male,Saudi Arabia,1963,15-19,0.606
Male,Saudi Arabia,1964,15-19,0.608
Male,Saudi Arabia,1965,15-19,0.614
Male,Saudi Arabia,1966,15-19,0.617
Male,Saudi Arabia,1967,15-19,0.623
Male,Saudi Arabia,1968,15-19,0.632
Male,Saudi Arabia,1969,15-19,0.641
Male,Saudi Arabia,1970,15-19,0.645
Male,Saudi Arabia,1971,15-19,0.648
Male,Saudi Arabia,1972,15-19,0.651
Male,Saudi Arabia,1973,15-19,0.654
Male,Saudi Arabia,1974,15-19,0.654
Male,Saudi Arabia,1975,15-19,0.654
Male,Saudi Arabia,1976,15-19,0.649
Male,Saudi Arabia,1977,15-19,0.644
Male,Saudi Arabia,1978,15-19,0.639
Male,Saudi Arabia,1979,15-19,0.648
Male,Saudi Arabia,1980,15-19,0.63
Male,Saudi Arabia,1981,15-19,0.627
Male,Saudi Arabia,1982,15-19,0.624
Male,Saudi Arabia,1983,15-19,0.626
Male,Saudi Arabia,1984,15-19,0.624
Male,Saudi Arabia,1985,15-19,0.624
Male,Saudi Arabia,1986,15-19,0.62
Male,Saudi Arabia,1987,15-19,0.624
Male,Saudi Arabia,1988,15-19,0.625
Male,Saudi Arabia,1989,15-19,0.626
Male,Saudi Arabia,1990,15-19,0.629
Male,Saudi Arabia,1991,15-19,0.637
Male,Saudi Arabia,1992,15-19,0.642
Male,Saudi Arabia,1993,15-19,0.65
Male,Saudi Arabia,1994,15-19,0.66
Male,Saudi Arabia,1995,15-19,0.672
Male,Saudi Arabia,1996,15-19,0.685
Male,Saudi Arabia,1997,15-19,0.6980000000000001
Male,Saudi Arabia,1998,15-19,0.7090000000000001
Male,Saudi Arabia,1999,15-19,0.7190000000000001
Male,Saudi Arabia,2000,15-19,0.7340000000000001
Male,Saudi Arabia,2001,15-19,0.835
Male,Saudi Arabia,2002,15-19,0.943
Male,Saudi Arabia,2003,15-19,1.052
Male,Saudi Arabia,2004,15-19,1.16
Male,Saudi Arabia,2005,15-19,1.2570000000000001
Male,Saudi Arabia,2006,15-19,1.346
Male,Saudi Arabia,2007,15-19,1.425
Male,Saudi Arabia,2008,15-19,1.488
Male,Saudi Arabia,2009,15-19,1.536
Male,Saudi Arabia,2010,15-19,1.565
Male,Saudi Arabia,2011,15-19,1.581
Male,Saudi Arabia,2012,15-19,1.589
Male,Saudi Arabia,2013,15-19,1.592
Male,Saudi Arabia,2014,15-19,1.592
Male,Saudi Arabia,2015,15-19,1.58
Male,Saudi Arabia,2016,15-19,1.551
Male,Saudi Arabia,2017,15-19,1.483
Male,Saudi Arabia,2018,15-19,1.37
Male,Saudi Arabia,2019,15-19,1.227
Male,Saudi Arabia,2020,15-19,1.0979999999999999
Male,Saudi Arabia,2021,15-19,1.009
Male,Saudi Arabia,2022,15-19,1.0259999999999998
Male,Saudi Arabia,2023,15-19,1.266
Male,State of Palestine,1950,15-19,0.262
Male,State of Palestine,1951,15-19,0.266
Male,State of Palestine,1952,15-19,0.27
Male,State of Palestine,1953,15-19,0.274
Male,State of Palestine,1954,15-19,0.277
Male,State of Palestine,1955,15-19,0.28
Male,State of Palestine,1956,15-19,0.279
Male,State of Palestine,1957,15-19,0.278
Male,State of Palestine,1958,15-19,0.278
Male,State of Palestine,1959,15-19,0.276
Male,State of Palestine,1960,15-19,0.276
Male,State of Palestine,1961,15-19,0.273
Male,State of Palestine,1962,15-19,0.274
Male,State of Palestine,1963,15-19,0.272
Male,State of Palestine,1964,15-19,0.268
Male,State of Palestine,1965,15-19,0.26
Male,State of Palestine,1966,15-19,0.251
Male,State of Palestine,1967,15-19,0.375
Male,State of Palestine,1968,15-19,0.22799999999999998
Male,State of Palestine,1969,15-19,0.21799999999999997
Male,State of Palestine,1970,15-19,0.21299999999999997
Male,State of Palestine,1971,15-19,0.20800000000000002
Male,State of Palestine,1972,15-19,0.20400000000000001
Male,State of Palestine,1973,15-19,0.19
Male,State of Palestine,1974,15-19,0.20400000000000001
Male,State of Palestine,1975,15-19,0.203
Male,State of Palestine,1976,15-19,0.202
Male,State of Palestine,1977,15-19,0.199
Male,State of Palestine,1978,15-19,0.197
Male,State of Palestine,1979,15-19,0.192
Male,State of Palestine,1980,15-19,0.191
Male,State of Palestine,1981,15-19,0.187
Male,State of Palestine,1982,15-19,0.185
Male,State of Palestine,1983,15-19,0.181
Male,State of Palestine,1984,15-19,0.18
Male,State of Palestine,1985,15-19,0.18
Male,State of Palestine,1986,15-19,0.179
Male,State of Palestine,1987,15-19,0.175
Male,State of Palestine,1988,15-19,0.186
Male,State of Palestine,1989,15-19,0.188
Male,State of Palestine,1990,15-19,0.169
Male,State of Palestine,1991,15-19,0.165
Male,State of Palestine,1992,15-19,0.171
Male,State of Palestine,1993,15-19,0.18
Male,State of Palestine,1994,15-19,0.164
Male,State of Palestine,1995,15-19,0.171
Male,State of Palestine,1996,15-19,0.163
Male,State of Palestine,1997,15-19,0.159
Male,State of Palestine,1998,15-19,0.16
Male,State of Palestine,1999,15-19,0.162
Male,State of Palestine,2000,15-19,0.232
Male,State of Palestine,2001,15-19,0.31599999999999995
Male,State of Palestine,2002,15-19,0.22
Male,State of Palestine,2003,15-19,0.249
Male,State of Palestine,2004,15-19,0.26799999999999996
Male,State of Palestine,2005,15-19,0.195
Male,State of Palestine,2006,15-19,0.247
Male,State of Palestine,2007,15-19,0.249
Male,State of Palestine,2008,15-19,0.229
Male,State of Palestine,2009,15-19,0.23700000000000002
Male,State of Palestine,2010,15-19,0.177
Male,State of Palestine,2011,15-19,0.174
Male,State of Palestine,2012,15-19,0.181
Male,State of Palestine,2013,15-19,0.159
Male,State of Palestine,2014,15-19,0.294
Male,State of Palestine,2015,15-19,0.156
Male,State of Palestine,2016,15-19,0.147
Male,State of Palestine,2017,15-19,0.14100000000000001
Male,State of Palestine,2018,15-19,0.15
Male,State of Palestine,2019,15-19,0.14
Male,State of Palestine,2020,15-19,0.131
Male,State of Palestine,2021,15-19,0.147
Male,State of Palestine,2022,15-19,0.137
Male,State of Palestine,2023,15-19,1.6119999999999997
Male,Syrian Arab Republic,1950,15-19,0.877
Male,Syrian Arab Republic,1951,15-19,0.849
Male,Syrian Arab Republic,1952,15-19,0.825
Male,Syrian Arab Republic,1953,15-19,0.804
Male,Syrian Arab Republic,1954,15-19,0.7850000000000001
Male,Syrian Arab Republic,1955,15-19,0.7650000000000001
Male,Syrian Arab Republic,1956,15-19,0.7490000000000001
Male,Syrian Arab Republic,1957,15-19,0.7350000000000001
Male,Syrian Arab Republic,1958,15-19,0.7170000000000001
Male,Syrian Arab Republic,1959,15-19,0.7030000000000001
Male,Syrian Arab Republic,1960,15-19,0.6930000000000001
Male,Syrian Arab Republic,1961,15-19,0.6890000000000001
Male,Syrian Arab Republic,1962,15-19,0.682
Male,Syrian Arab Republic,1963,15-19,0.6900000000000001
Male,Syrian Arab Republic,1964,15-19,0.6960000000000001
